spelling;spellingWithRandomChars;spellingWithRandomCharsIgnoreSpaces;inflectionsWithRandomChars;definitionsContainingExpressions;definitionsStartingWithParenthesis;definitionsStartingWithRandomChars;examplesContainingExpressions;definitionsStartingWithTags;stringsEndingWithCurlyBraces
ТЛЕН;false;false;;;;;;<мн.нет.уст.> ктIай затI, чуьруьтмиш хьайи затI;
ТО;false;false;;;;;;<мест.> см. {тот};
ТОВАРНОСТЬ;false;false;;;;;;<мн.нет.эк.> товарлувал (акъудзавай вири продукциядив гекъигайла базардиз акъудай, маса гудай продукциядин кьадар);
ТОВАРООБОРОТ;false;false;;;;;;<мн.нет.эк.> товарооборот, товаррин гун-къачун;
ТОГДА;false;false;;;;;;<союз.> -ла, -чIавуз;
ТО ЕСТЬ;true;false;;;;;;<союз> -яни;
ТОЖЕ;false;false;;;;;;<нареч.> -ни;
ТОЛПА;false;false;;;;;{ТОЛПА} кIеретI, кIватI хьанвай халкь, инсанрин кIеретI, инсанар;;
ТОЛСТОСУМ;false;false;;;;;;<уст.разг.> гзаф пул авайди;
ТОЛЬКО;false;false;;;;;;<союз.> -вал, -ди, -намазди;
ТОРГ;false;false;;;(тулкI);;;;
ТОРГПРЕД;false;false;;;({торговый представитель}) алишверишдин векил (алишверишдин крарин патахъай векил);;;;
ТОРГПРЕДСТВО;false;false;;;({торговое представительство}) алишверишдин крарин векилрин идара;;;;
ТОРМАШКИ;false;false;;;;;{ТОРМАШКИ}: {вверх тормашками} <разг.> 1) кьилинпацар (хьун); кьилихъди кIеми-кIемер жедайвал (авахьун, вигьин); 2). кIан пад цавал, къариш-къуруш (хьун), кьил-тIум акахьун;;
ТРАВЕРС;false;false;;;;;;<тех.> вацIун яд масанихъ элкъуьрун патал къерехдивай юкьвахъди тухванвай банд.;
ТРАЕКТОРИЯ;false;false;;;;;;<мат.физ.> са тело ва я са точка юзазвай, вилик физвай рехъ.;
ТРАКТОВКА;false;false;;;(гузвай баян, кьатIизвай тегьер;;;;
ТРАНСФОРМАТОР;false;false;;;;;;<театр.> пьесадик квай вири ксарин ролар санлай вичи къугъвадай ва гзаф фад-фад вичин шикил дегишардай артист;
ТРАХОМА;false;false;;;;;;<мн.нет.мед.> трахома (вилерин хума, вилерин азар);
ТРЕВОЖИТЬ;false;false;;;(рикIик) къалабулух кутун, секинсузвал  кутун, рикI секинсуз авун;;;;
ТРЕНИЕ;false;false;;;;;;<пер.мн.> чуьруькар, сад-садав такьунар, гьуьжетар, акьунар;
ТРЕСТ;false;false;;СССР-да чпи акъудзавай продукциядиз ва я ишлемишзавай хам-малдиз килигна сад хьанвай карханайрин сад тир идара, садвал.;;;;;
ТРИКО;false;false;;;;;;<театр.спорт.> храй трикотаждин партал, мес перемни вахчег;
ТРОП;false;false;;;;;;<лит.> троп (вичин асул манадилай маса манада ишлемишнавай гаф ва я предложение);
ТРОПИКИ;false;false;;;;;;<ед.нет.геогр.> тропикар (тропикрин арада авай чими уьлквеяр);
ТРУДОДЕНЬ;false;false;;;({трудовой день)} зегьметдин югъ;;;;
ТРУНИТЬ;false;false;;;(садакай) зарафат авун;;;;
ТРУЩОБА;false;false;;;(шегьер, хуьр);;;;
ТУБДИСПАНСЕР;false;false;;;({туберкулёзный диспансер}) тубдиспансер (туберкулёз азар квайбруз килигдай диспансер);;;;
ТУМАННО;false;false;;;;;;<нареч.пер.> кьил акъат тийирвал, ачух тушиз, къаб алаз;
ТУРУСЫ;false;false;;;;;;<ед.нет.разг.> буш рахунар, буш гаф гунар;
ТУФ;false;false;;;;;;<мн.нет.геол.> туф (вулканди арадал гъайи ва я кIане ацукьуникди хьайи къван;
ТУЧНЫЙ;false;false;;;(къалин векь авай (мес. яйлах);;;;
ТУША;false;false;;;;;;<пер.разг.> зурба жендек (инсан);
ТУШЕВАТЬ;false;false;;;(суьретдин бязи чкаяр) тушдалди мичIи авун, мичIи ранг яна мичIи авун;;;;
ТЮЛЬПАН;false;false;;;;;;<бот.> тюльпан (гуьрчег цуьквер жедай са набатат);
ФАБЗАВКОМ;false;false;;;({фабрично-заводской комитет}) фабзавком (фабрикдин-заводдин профсоюздин комитет);;;;
ФАБЗАВУЧ;false;false;;;({фабрично-заводское ученичество}) фабзавуч (фабрикдин-заводдин патав жегьил пешекар рабочияр гьазурдай школа);;;;
ФАБКОМ;false;false;;;({фабричный комитет}) фабком (фабрикда профсоюздин комитет);;;;
ФАРС;false;false;;;;;;<театр.> фарс (кьезил комедия);
ФЕДЕРАЦИЯ;false;false;;са тайин кьадарда чпин кьилдивал хуьзвай пачагьлугърин садхьанвай пачагьлугъ, мес. РСФСР федерация я.;;;;;
ФЕС, ФЕСКА;true;true;;;;;;;
ФИГА;false;false;;;;;;<пер.разг.> фига (кьве тупIун арадай кIанчIал тупIун кьил зкъисайла жедай шикил);
ФИГЛЯР;false;false;;;;;;<пер.разг.> делхек, уюнбаз, сарсах;
ФИГУРА;false;false;;;;;;<лит.> фигура (рахунин, чIалан эсерлувал гужлу авун патал гафар туькIуьрунин тегьер, образлу гаф);
ФИЛИАЛ;false;false;;филиал (са чIехи идарадин ва я тешкилатдин отделение, са хел, мес. СССР-дин Илимрии Академиядин филиал);;;;;
ФИЛЬТРОВАТЬ;false;false;;;;;;<пер.разг.> сафунай ягъун, ахтармишун, хкягъун;
ФИНИНСПЕКТОР;false;false;;;({финансовый инспектор}) фининспектор;;;;
ФИСКАЛ;false;false;;;;;;<пер.разг.> данусчи;
ФЛОТ;false;false;;;;;{военно-морской флот СССР} СССР-дин гьуьлерин-дяведин флот (яни гьуьлерин дяведин вири гимияр);;
ФОНАРЬ;false;false;;;;;;<пер.разг.> яна вили авур чка;
ФОТОАППАРАТ;false;false;;;({фотографический аппарат}) фотоаппарат;;;;
ФОТОСНИМОК;false;false;;;({фотографический снимок}) фотографиядалди акъудай суьрет;;;;
ФРУКТ;false;false;;;;;;<пер.разг.> жинс, тип, кас (саймиш тийирла, алчах кьадайла лугьуда);
ЦАРИТЬ;false;false;;;;;;<уст.> пачагьвал авун;
ЦЕЗУРА;false;false;;;;;;<лит.> цезура (шиирдин цIацIе ритмдин жизви акъвазун, жизви акъваздай чка);
ЦЕПОЧКА;false;false;;;(мес. аскеррин);;;;
ЦЕРЕМОНИЯ;false;false;;;;;;<пер.разг.> ягънагъар;
ЦИАН;false;false;;;;;;<мн.нет.хим.> циан (рангсуз зегьерлу газ);
ЦИТАДЕЛЬ;false;false;;;;;;<воен.> цитадель (шегьердин къене къеледин имарат);
ЦИТРУСОВЫЕ;false;false;;;;;;<мн.бот.> цитрусдин ттарар (лимондин, партахалдин ва гьахьтин маса мейвайрин);
ШАБАШ;false;false;;;;;;<сказ.разг.> бес я, куьтягь, куьтягь хьана, бес хьана;
ШАБАШИТЬ;false;false;;;;;;<несов.обл.> куьтягьун, кIвалах куьтягьун (вичин вахт хьана);
ШАМПУНЬ;false;false;;;;;;<м.мн.нет> шампунь (кьил чуьхуьдай хъсан ни галай жими яд хьтин ва я гъуьр хьтин запун);
ШАРОВАТЬ;false;false;;;;;;<несов.с.-х.> накьв пурпу ийиз михьивун (мес. чугъундурар цазвай чкада);
ШЕРШЕНЬ;false;false;;;;;;<м.зоол.> хуз (кIасдай пис хузарин, чIуру чIижерин са жинс);
ШИМПАНЗЕ;false;false;;;;;;<м.нескл.> шимпанзе (инсандиз ухшар маймун);
ШИШКА;false;false;;;;;;<бот.разг.> кицик ттар;
ШМЫГ;false;false;;;;;;<сказ.разг.> фуртна тадиз фин (гьахьун, катун ва мсб);
ШПИЛЬКА;false;false;;;;;;<пер.разг.> рикI тIардай туькьуьл гаф;
ШТАНЫ;false;false;;;;;;<ед.нет.разг.> шалвар;
ЭКИВОКИ;false;false;;;;;;<мн.разг.> къаб алай гафар, кьуьруькар, къекъуьрунар;
ЭЛЕГИЧЕСКИЙ;false;false;;;;;;<лит.> элегиядин;
ЭНЕРГИЯ;false;false;;;;;;<физ.> энергия, къуват;
ЭПИЗОД;false;false;;;;;;<лит.> эпизод (художественный производениедин вичихъ са кьадар кьилдивал авай, са кьадар акьалтIай метлеб квай са вакъиадикай рахазвай пай);
ЭПИТЕТ;false;false;;;;;;<лит.> шикиллувал, таъсирлувал гужлу хьун патал са затIунин тIварцIихъ гилигдай определение, сифет.;
ЭПОПЕЯ;false;false;;;;;;<лит.> историядин гзаф зурба вакъиайрикай эхтилат ийизвай литературадин произведение.;
ЭСМИНЕЦ;false;false;;;({эскадренный миноносец}) эсминец (эскадрадин миноносец, дяведии пароходдин са жуьре);;;;
ЭТОТ;false;false;;;( <ж> , <ср.> <мн.> ) и, им;;;;
ЯВЛЕНИЕ;false;false;;;;;;<театр.> атун (пьесада къугъвазвай ксарин состав дегиш тахьана сегьнедиз атун, актунин гьакI атана къугъвазвай пай, перде);
ЯГЕЛЬ;false;false;;;;;;<м.мн.нет> <бот.> ягель, миргин хьирхьам векьер (хьирхьамар хьтин векь, хъчар);
ЯМА;false;false;;;;;;<пер.уст.> зиндан, дустагъ, дустагъхана;
ЯМБ;false;false;;;;;;<лит.> ямб (шиирда ударение кьведлагьай слогдал алай кьве слогдикай ибарат тир стопа);
ЯМКА, ЯМОЧКА;true;true;;;;;;;
ЯРУС;false;false;;;;;;<театр.> ярус (мертеба, гьава);
ЯСНОВИДЕНИЕ;false;false;;;;;;<мн.нет.уст.> къвезмай (жезмай) кар акун, къвезмай кар чир хьун, аян хьун;
ЯСТВА;false;false;;;;;;<мн.уст.> недай няметар, недай затIар;
ЯЧМЕНЬ;false;false;;;;;;<м.мн.нет> <бот.> мух;
ДА;false;false;;;;;{да здравствует дружба народов СССР}! яшамишрай СССР-дин халкьарин дуствал!;;
ДАБЫ;false;false;;;;;;<союз.уст.> патал, патахъай;
ДАВАТЬ ;true;false;;;;;;;
ДАЛЕКО, ДАЛЁКО;true;true;;;;;;;
ДАМОКЛОВ МЕЧ;true;false;;;;;;;
ДВОРНЯ;false;false;;;;;;<мн.нет.ист.> кIвалин къуллугъчияр (помещикдин);
ДВОРНЯГА, ДВОРНЯЖКА;true;true;;;;;;;
ДЕ;false;false;;;;;;<частица.разг.> см. {дескать};
ДЁГОТЬ;false;false;;;;;;<м.мн.нет> дёготь (кIарасдикай, торфдикай ва я къванци цIивиндикай хкуддай лап экьи мазут хьтин чIулав затI);
ДЕКОЛЬТЕ;false;false;;;;;;<нескл.ср.> декольте (дишегьлийрин парталдин хевяй гардан ва хурун чIехи пай дуьздал жедайвал атIанвай кьацI);
ДЕЛЕЖ, ДЕЛЕЖКА;true;true;;;;;;;
ДЕЛИТЕЛЬ;false;false;;;;;;<м.мат.> вичел масад пайизвай число;
ДЕМОНИЧЕСКИЙ;false;false;;;(кьадарсуз кIеви къилих авай) пис фендигар;;;;
ДЕНЕЖКА;false;false;;;;;;<мн.разг.> пул;
ДЕРЕВЦЕ, ДЕРЕВЦО;true;true;;;;;;;
ДЕРМАТОЛОГИЯ;false;false;;;;;;<мн.нет.мед.> дерматология (медицинада хамунин азарар чирдай са хел);
ДЕТАЛИЗИРОВАТЬ, ДЕТАЛИЗОВАТЬ;true;true;;;;;;;
ДЕТВОРА;false;false;;;;;;<ед.нет.разг.> аялар;
ДЕТДОМ;false;false;;;({детский дом}) детдом (аялар хуьдай ва тербияламишдай кIвал-идара);;;;
ДЗОТ;false;false;;;({дерево-земляная огневая точка}) дзот (дяве ийизвай чкада гъварарикай ва накьвадикай расай, пулемётар ва маса яракьар гваз акъвазна ядай кIеви сенгер хьтин чка);;;;
ДИАЛЕКТИЧЕСКИЙ;false;false;;;;;;<филол.> диалектикадин;
ДИКОВИНА, ДИКОВИНКА;true;true;;;;;;;
ДИРЕКТОРИЯ;false;false;;;;;;<мн.нет.ист.> директория (тарихдин алатай жуьреба-жуьре вахтара бязи чкайра буржуазиядин гьукуматрин тIвар, директоррин коллегия);
ДИЧОК;false;false;;;(къелем тагай) чIуру таз;;;;
ДИЭТА;false;false;;;;;;<мн.нет.мед.> диэта, пегьриз (азарлудаз тайин авунвай тIуьнин режим);
ДОБИТЬСЯ;false;false;;;(алахъна) apaдиз гъун, арадал акъудун, агакьун (агакьрун)|(са кар ийиз) тун;;;;
ДОКОЛЕ, ДОКОЛЬ;true;true;;;;;;;
ДОКОПАТЬ;false;false;;;(флан чкадал кьван) эгъуьнун, ппер ягъун;;;;
ДОЛБИТЬ;false;false;;;;;;<пер.разг.> эзберун, гьамиша гьа са гафар тикрарун;
ДОНАШИВАТЬ;false;false;;;;;;<несов.см.> { доносить};
ДОРАБОТАТЬ;false;false;;;(са затIунин винел) кIвалах хъувуна бегьемрун;;;;
ДОСТОЙНЫЙ;false;false;;ДОСТОЙНЫЙ лайихлу, лайих авай, квай;;;;;
ДОХЛЫЙ;false;false;;;;;;<пер.разг.> гиликьай хьтин, кьиян (зайиф инсан);
ДРАЖЕ;false;false;;;;;;<ср.нескл.> драже (къене жимиди авай куьлуь къенфетрин са жуьре);
ДРАМАТИЗМ;false;false;;;;;;<лит.> драматизм, драмадиз хас тир къуват, хкаж хьун.;
ДРЕВНОСТЬ;false;false;;;;;;<мн.нет> къадим замандинди хьунухь;
ДРЕЛЬ;false;false;;;;;;<ж.тех.> дрель, урукул (урукулдин, буравдин са жуьре);
ДРОБИНА, ДРОБИНКА;true;true;;;;;;;
ДРОГНУТЬ1;true;true;;;;;;;
ДРЫГАТЬ;false;false;;;(кIвачер) юзурун;;;;
ДУБОВЫЙ;false;false;;;;;;<пер.разг.> векъи, кубут;
ДУМА;false;false;;;;;;<лит.> Украи-надин халкьдин манийрин поэмадин са жуьре;
ДУМАТЬ;false;false;;;(фикир авун.;;;;
ДУРАНДА;false;false;;;;;;<мн.нет.с.-х.> см. ж. {жмыхи.};
ДУШИТЬСЯ;false;false;;;;;;<несов.см.> { душить};
ДЫМЧАТЫЙ;false;false;;ДЫМЧАТЫЙ гумадин ранг алай, рехивал алай, гьуьм алай хьтин;;;;;
ДЫРА;false;false;;;;;;<пер.разг.> кас акъат тийир баябан усал чка, тIеквен;
ЖАЛКО;false;false;;;;;;<нареч.см.> {жаль};
ЖАЛЮЗИ;false;false;;;;;;<ср.нескл.> пенжердай авадардай кьелечI кьуларин пердеяр;
ЖАНР;false;false;;;;;;<пер.разг.> жуьре, къайда, тегьер;
ЖАРИТЬ;false;false;;;;;;<пер.разг.> гьерекатун, тади авун;
ЖАСМИН;false;false;;;;;;<мн.нет> жасмин (ни галай лацу цуьквер жедай багъдин кул-вал;
ЖАТЬСЯ;false;false;;;;;;<пер.разг.> жуваз (вичиз) дарвал гун, пул чуькьвена кьун;
ЖЕ;false;false;;;;;;<ср.нескл.> («ж» гьарфунин  тIвар);
ЖЕЗЛ;false;false;;;;;;<ж.-д.> ракьун рекье поездрин фин-хтун къайдада ттун патал ишлемишдай автомат алатдин ракьун тIвал;
ЖЕЛЕ;false;false;;;;;;<ср.нескл.> желе;
ЖЕЛТИЗНА;false;false;;;;;;<мн.нет> хъипивал;
ЖЕЛТОРОТЫЙ;false;false;;;;;;<пер.разг.> таза, шек, тежрибасуз, цак аламай (жегьил);
ЖИВЧИК;false;false;;;;;;<биол.см.> {сперматозоид};
ЖИЛПЛОЩАДЬ;false;false;;;({жилая площадь}) яшамиш жедай кIвал, яшамиш хьун патал чка;;;;
ЖИРАФ, ЖИРАФА;true;true;;;;;;;
ЖИРНЫЙ;false;false;;;;;;<типог.> къалин чIулав (басмадин гьарфар);
ЖРЕБИЙ;false;false;;;;;;<пер.уст.> кьисмет, бахт;
ЖРЕЦ;false;false;;;(илимдин, искусстводин) рекье ччан эцигнавай кас, илимдин къуллугъчи;;;;
ЖЮРИ;false;false;;;;;;<ср.нескл.> жюри;
ИГОЛКА, ИГОЛОЧКА;true;true;;;;;;;
ИГРУШКА;false;false;;;(сада вичин) кефиниз кIандайвал къугъурдай кас;;;;
ИДИЛЛИСТИЧЕСКИЙ;false;false;;;;;;<лит.> идиллиядин, идиллиядиз хас тир;
ИДИЛЛИЯ;false;false;;;;;;<лит.> идиллия (тIебиатдин инсанрин -чубанрин, лежберрин, балугьчийрин яшайишдин шикил лап чIагурна къалурдай шиир, произведение);
ИДИОМ, ИДИОМА;true;true;;;;;;;
ИДОЛ;false;false;;;;;;<пер.разг.> кIамаш, кьей хва сефигь, кIанчI.;
ИДТИ;false;false;;;(кьабулиз, са кар ийиз) рази хьун, гьазур хьун|(бязи дуьшуьшра перевод ийидач): {температура идёт на понижение }температура агъуз аватзава, аватиз башламишнава.;;;;
ИЗВЕСТКОВАТЬ;false;false;;;;;;<несов.спец.> кирежламишун, киреж вигьин, киреждалди гужлу авун (накьв);
ИЗВО3;true;true;;;;;;;
ИЗВО3ЧИК;true;true;;;;;;;
И3ЛИШЕСТВОВАТЬ;true;true;;;;;;;
ИЗЛОЖЕНИЕ;false;false;;;;;;<пед.> изложение (школада са кIелай ва я яб акалай шейинин мана хуралай кхьин, кхьена ахъай хъувун;
ИЗМАТЫВАТЬСЯ;false;false;;;;;;<несов.см.> 1) {измотаться};
ИЗНАНКА;false;false;;;;;;<пер.разг.> къен пад, чинебан кIан-пун;
ИЗОЛИРОВАТЬ;false;false;;;;;;<тех.> изолироватун, изоляция авун (электричестводин къуват пуч тахьун ва я масанихъ галукь тавун патал, электрикдин симерин винел резин ва я маса затI акьалжна, кIевна хуьн);
ИМИТАЦИЯ;false;false;;;(са кар са затIуни, са касди) хьиз авун;;;;
ИМПОРТИРОВАТЬ;false;false;;;(ччара уьлквейрай къачуна мал) гъун;;;;
ИНДЮШАЧИЙ, ИНДЮШЕЧИЙ;true;true;;;;;;;
ИНКВИЗИЦИЯ;false;false;;;;;;<ист.> инквизиция (католикрин диндин душманрихъ галаз женг чIугвадай, гзаф пис зулумар ийидай, азабар гудай клисадин суддин-полициядин тешкилат);
ИНОСКАЗАНИЕ;false;false;;;;;;<лит.> аллегория, айгьам квай рахун, къаб алай рахун;
ИНТЕРВЬЮ;false;false;;;;;;<ср.нескл.> интервью (са газетдин ва я журналдин корреспондентди, векилди пачагьлугъдин чIехи къуллугъдал алай касдихъ, политикадин кIвалах тухузвай касдихъ галаз йкъан еке метлеб авай месэлайрикай авур суьгьбет;
ИНТРИГА;false;false;;;;;;<лит.> интрига (романда, драмада вакъиаяр арадал атуниз ва гегьенш хьуниз себеб жезвай асул гьал, кар);
ИСКУПИТЕЛЬНЫЙ;false;false;;;(хатадилай, гунагьдилай) гъил къачуниз куьмекдай, гъил къачуниз себеб жедай;;;;
ИСКУПИТЬ;false;false;;;(хатадилай, гунагьдилай) гъил къачудайвал авун, гъил къачуниз куьмекдай кар авун;;;;
ИСПОЛОСОВАТЬ;false;false;;;(жендек гатана) рувар-рувар авун;;;;
ИСПОЛУ;false;false;;;;;;<ист.с.-х.> зур паюнай, бегьердин зур пай гуз (виликди ччил кирида кьунин къайда);
ИСПОЛЬНИЧАТЬ;false;false;;;;;;<.ист.> зур паюнилай (зур паюнал, бегьердин зур пай гуз) ччарадан ччил цун;
ИСПОЛЬЩИНА;false;false;;;;;;<.ист.> бегьердин зур пай ччилин иесидиз гуз (зур паюнилай) ччарадан ччил цунин къайда;
ЛАВИНА;false;false;;;(дагъдай авахьзавай) живедин маргъал;;;;
ЛАКОМИТЬСЯ;false;false;;;(верцIи затIар) тIуьн, тIуьна лезет къачун;;;;
ЛАКОНИЧЕСКИЙ, ЛАКОНИЧНЫЙ;true;true;;;;;;;
ЛАНЬ;false;false;;;;;;<ж.зоол.> мирг (миргерин са жинс);
ЛАПОТНИК;false;false;;;;;;<пер.уст.> шаламкъалди, япалух (куьгьне вахтунин гаф я);
ЛАТЫ;false;false;;;;;;<ед.нет.ист.> ракьун партал (куьгьне заманда дяведа душмандин яракьдикай хуьн патал алукIдай ракьун ва я маса металлдин партал, кьеркь);
ЛАЧУГА, ЛАЧУЖКА;true;true;;;;;;;
ЛЕГАЛИЗИРОВАТЬ, ЛЕГАЛИЗОВАТЬ;true;true;;;;;;;
ЛЕГАЛИЗИРОВАТЬСЯ, ЛЕГАЛИЗОВАТЬСЯ;true;true;;;;;;;
ЛЕЙКА1;true;true;;;;;;;
ЛЕТО;false;false;;;;;;<мн.см.> {лета};
ЛИ;false;false;;;(са кьадар дуьшуьшра перевод тийир кIус я);;;;
ЛИКБЕЗ;false;false;;;({ликвидация безграмотности});;;;
ЛИНКОР;false;false;;;({линейный корабль}) линкор (чIехи, хъсандиз яракьламишнавай дяведин пароход);;;;
ЛИНОТИП;false;false;;;;;;<типог.> линотип (басма авун патал гьарфар сад садахъ галкIурна цIар хьиз кIватIдай машин);
ЛИТАВРЫ;false;false;;;;;;<мн.муз.> далдам (гьадан са жуьре я);
ЛИТМОНТАЖ;false;false;;;({литературный монтаж}) литмонтаж, литературадин монтаж (литературадин жуьреба-жуьре произведенийрикай сад садав кутугайвал гилигна тукIуьрун, туькIуьрай шей);;;;
ЛИТОЙ;false;false;;;(цIурай металлдикай) кIалубда цана расай, цIурурна цайи;;;;
ЛИЧИНА1;true;true;;;;;;;
ЛОГОВИЩЕ, ЛОГОВО;true;true;;;;;;;
ЛОПАТЬСЯ;false;false;;;;;;<несов.см.> {лопнуть};
ЛОТО;false;false;;;;;;<нескл.> лото (са къугъун я, гьа къугъуниз герек затIар);
ЛОХАНКА, ЛОХАНЬ;true;true;;;;;;;
ЛУЧИНА;false;false;;;(виликди чирагъдин чкадал ишлемишдай) шуькIуь чIидгъеррин кIунчI, чIикь;;;;
ЛЮБИТЕЛЬ;false;false;;;(са затIунал, са кардал) рикI алай кас;;;;
НАБОР;false;false;;;;;;<типог.> набор (басма авун патал сад садав гутуна дуьзмишнавай металлдин гьарфар);
НАБОРНЫЙ;false;false;;;;;;<типог.> набордин;
НАБОРЩИК;false;false;;;;;;<типог.> наборщик (типографияда гьарфар дуьзмишна кIватIдай рабочий);
НАВЕРСТАТЬ;false;false;;;(гъиляй акъатай, бегьемриз тахьана амукьай кар) агакьар хъувун, эвез хъувун, бегьемар хъувун;;;;
НАВОЛОКА, НАВОЛОЧКА;true;true;;;;;;;
НАВРЯД, НАВРЯД ЛИ;true;true;;;;;;;
НАВЫКАТ, НАВЫКАТЕ;true;true;;;;;;;
НАГАЙКА;false;false;;;(куьруь) къирмаж, къамчи;;;;
НАГРУЗИТЬ;false;false;;;;;;<пер.разг.> артухан кIвалах тапшурмишун, вугун, хиве эцигун;
НАДСАДИТЬ;false;false;;;(садаз са) нагьакьан кар авун;;;;
НАЕСТЬСЯ;false;false;;;(тIуьна) тух хьун;;;;
НАЖИВКА;false;false;;;(кIезри, гьайван, ничхир) алдатмишдай затI (рапунал гьалдай шар, ракьарал эцигдай пидин кIус ва мсб);;;;
НАЛОЖИТЬ;false;false;;;(лишан, гел, эсер) авун, эцигун, тун;;;;
НАПРАВИТЬ;false;false;;;;;;<пер.разг.> расун, туькIуьрун;
НАПРАВИТЬСЯ;false;false;;;;;;<пер.разг.> туькIуьн;
НАРКОМ;false;false;;;({народный комиссар}) нарком (халкьдин комиссар);;;;
НАРКОМАТ;false;false;;;({народный комиссариат}) <ист.> наркомат (халкьдин комиссариат);;;;
НАРСУД;false;false;;;({народный суд}) нарсуд, халкьдин суд;;;;
НАСТРЯПАТЬ;false;false;;;;;;<пер.разг.> са бубат туькIуьрун, са кар авун;
НАСЫПЬ;false;false;;;(накьв вигьена расай) накьвадин кьантIар;;;;
НАТЕ;false;false;;;;;;<частица.разг.> ма;
НАТЕРЕТЬ;false;false;;;(гуьцI жез) яна хер акъудун;;;;
НАТР;false;false;;;;;;<мн.нет.см.> {натрий};
НАЦЕЛИТЬСЯ;false;false;;;;;;<пер.разг.> гьазур хьун;
НАЧЕТ;false;false;;;(садан кIвачихъ, винел) гьисабун, ягъун;;;;
НАЧСОСТАВ;false;false;;;({начальствующий состав}) начальникрин состав, начальникар (армияда);;;;
НАШАТЫРЬ;false;false;;;;;;<м.мн.нет> нешетир;
НЕБЕСНЫЙ;false;false;;;;;;<пер.уст.> акьалтIай гуьзел, гуьрчег;
НЕВОСПРИИМЧИВЫЙ;false;false;;;(азар) галукь тийир (мес. галукьдай азарар масабрухъ хьиз фад галукь тийир);;;;
НЕВОСТРЕБОВАННЫЙ;false;false;;;(адресатди) къахчун тавур (мес. почтунин посылка, чар);;;;
НЕДАЛЕКО, НЕДАЛЁКО;true;true;;;;;;;
НЕДОБРОЖЕЛАТЕЛЬНЫЙ;false;false;;;(маса касдин) хийир такIан, хъсанвал такIан, писвал кIандай;;;;
НЕДОМОЛВКА;false;false;;;(рахунрин, гафарин арада лугьун лазим яз) бегьем талгьана амайди, кимиди;;;;
НЕДОРОСЛЬ;false;false;;;;;;<ист.> яш бегьем тахьанвай ва гьеле пачагьлугъдин къуллугъдал акъваз тавунвай жегьил дворянин;
НЕЙТРАЛИЗОВАТЬ;false;false;;;;;;<хим.> нейтрализоватун, нейтралламишун (химический реакция арадал гъун, и реакциядин чIавуз щёлочь акадруналди кислота -турши квадарда ва я турши акадруналди, щёлочь квадарда);
НЕКТАР;false;false;;;;;;<миф.> нектар (грекрин мифологияда-махара абрун аллагьриз рекьин тавун, ажалсузвал гудай яд);
НЕПОСЛЕДОВАТЕЛЬНОСТЬ;false;false;;;(фикиррин) сад садаз зидвал, кьун тавур гьал, галай-галайвал дуьз тахьун;;;;
НЕПОСЛЕДОВАТЕЛЬНЫЙ;false;false;;;(фикиррин къене) сад садав кьан тийизвай, галай-галайвал дуьз тушир;;;;
НЕПРАВИЛЬНОСТЬ;false;false;;;;;;<мн.нет> чIурувал, дуьз туширвал;
НЕПРОНИЦАЕМЫЙ;false;false;;;(яд, экв, сес) ахъай тийир, ракъур тийир;;;;
НЕПРОХОДИМЫЙ;false;false;;;;;;<пер.разг.> акьалтIай (мес. сефигьвал);
НЕРАВЕНСТВО;false;false;;;;;;<мн.нет.ист.> барабарсузвал;
НЕРАВНОМЕРНЫЙ;false;false;;;(вирина) сад хьтин тушир;;;;
НЕСООБРАЗНЫЙ;false;false;;;(акьулдив) дуьз текъвезвай, кьун тавур;;;;
НЕСТИ;false;false;;;(буш манасуз гафар) рахун,;;;;
НЕТОПЫРЬ;false;false;;;;;;<м.зоол.> кьаркьулув (адан са чIехи жуьре);
НЕУБЕДИТЕЛЬНЫЙ;false;false;;;(вичивай) инандирмишиз тежер (вичихъ) инанмишвал ийиз тежер;;;;
НЕЧИСТОТЫ;false;false;;;;;;<мн.нет.> чиркер, нежесар;
НИВЕЛИР;false;false;;;;;;<геогр.> нивелир (ччилин ччинин кьве ва я са шумуд чкадии кьакьанвилерин арада авай тафават чирдай алат);
НИВЕЛИРОВАТЬ;false;false;;;;;;<геод.> нивелировка авун (кьве ва я са шумуд чкадин кьакьанвилин арада авай тафават чирун);
НИЗ;false;false;;;;;;<мн.уст.> халкьдин гегьенш массаяр, агъуз тир гегьенш къатар;
НОВЕЛЛА;false;false;;;;;;<лит.> гъвечIи гьикая, гъвечIи повесть.;
НОВЕЛЛИСТ;false;false;;;;;;<лит.> новеллист, новеллаяр кхьидайди (см. {новелла} 1-манада);
НОВЬ;false;false;;;;;;<мн.нет.с.-х.> хам ччил, цун тавур цIийи ччил;
НОРМАЛИЗАЦИЯ;false;false;;;;;;<мн.нет.см.> {нормализовать};
НОРОВ;false;false;;;;;;<уст.> къилих;
НЭП;false;false;;;({новая экономическая политика}) нэп (экономикадин карда цIийи политика);;;;
НЮХ;false;false;;;;;;<пер.разг.> гьисс, кьатIун;
ПАДЬ;false;false;;;;;;<ж.обл.> дерин кIам;
ПАЛАТА;false;false;;СССР-дин Верховный Советдии составдик квай барабар ихтиярар авай кьве пай|СССР-дин Верховный Совет кьве палатадикай ибарат я: сад Союздин Совет, муькуьди Миллетрин Совет я.;;;;;
