сивевай мез хьтин;как во рту находящийся язык
ам мез авачир хьтин инсан я;он человек безответный, безропотный
гъвечIи мез < кIалхандин мез, туьтуьнин мез>;язычок
кларнетдин мез гъуьргъуь хьанва;расслабился пистон кларнета
рандадин мез;резец рубанка
зенгинин мез;язычок колокольчика
шапкадин мез;козырек фуражки
куьлегдин мез;бородка ключа
чIулун мез;металлический наконечник ремня
цIун мез;язык пламени
къелемдин мез хана;сломалось перо ручки
мез-гъвел ягъун;заговаривать зубы
мез-гъвел ягъун;обхаживать, умасливать
мез-гъвел яна секинарун;успокаивать
мезелийрин устад;шутник
мезели агьвалат;забавный случай
меземмет авун;упрекать, укорять, совестить, стыдить
чан алай мейит;живые мощи, живой труп (о больном, измождённом или никчёмном человеке)
мейит хьиз хьун;пожелтеть как покойник
мейитдин;трупный
мейитдин ни;трупный запах
мейитдин ранг;жёлтый цвет
кIвалин иесиди мекеваз кIерецар гъана мугьмандин вилик эцигна;хозяин дома принёс в пригоршне орехи и поставил перед гостем
са меке авай къуьл паталди инсанар дустагъ ийизвай;за пригоршню пшеницы людей сажали в тюрьму
мекежадин;свиной
мекелди яд къачуз вичин чиниз язавай;брал воду пригоршнями и плескал себе на лицо
мекелди пул харжзавай;тратил деньги пригоршнями
мекир авун;клеветать, сплетничать
мектебдин;школьный
мектебдин дарамат;школьное здание
каш-мекь авун;переговорить о наболевшем (с кем-л.)
эхи тежер мекь;невыносимый мороз
садаз чими я, садаз мекьи;одному жарко, другому холодно
гишиндан кьулак мекьидан гъил;рука озябшего под мышкой голодного
мекьи кьуьдни кьий, кьуьзуь гьуьлни;да пропадут они пропадом - и холодная зима, и старый муж
мекьи авун;простуживать
мекьи хьун;становиться холодней, холодать
мекьи хьун;простуживаться
мекьи югъ;холодный день
мекьи кьуьд;холодная зима
зак мекьи фул акатнава;меня знобит
виликан мекьивилер амач;нет прежних холодов
мекьивилин;простудный
мекьивилин азарар;простудные заболевания
мекьила хьун;быть замёрзшим, озябшим
мекьила аялдин гъилер зурзазвай;от холода у ребёнка руки дрожали
мел авун;устраивать помочи
мелдал кхьин;писать мелом
мелдин;меловой
мелиораторвал авун;работать мелиоратором
мелиорация авун;мелиорировать
мемекьуьртI авун;красть, присваивать что-л.
мемекьуьртI хьун;бесследно исчезнуть, потеряться
менеджервал авун;работать менеджером
менефис авун;амнистировать
менефисдик акатун;попасть под амнистию
менефис малумарун;объявить амнистию
гуьзел мензераяр;красивые пейзажи
яргъал мензил;большое расстояние
арада мензил хуьн;соблюдать дистанцию
ви менсеб хкатрай!;чтоб твой род вымер!
ментешвал авун;проявлять небрежность, неаккуратность
менфят гун;приносить выгоду
менфят къачун;получать пользу, выгоду, прибыль
менфят къачун;<перен>. пользоваться чем-л., пользоваться, эксплуатировать
ам заз менфят туш;это мне не выгодно
виридан менфятда авай чилер;земли общего пользования
менфят авай ктаб;полезная книга
аниз финикай менфят авач;нет резона ехать туда
менфятлу авун;делать полезным, прибыльным, выгодным
менфятлу хьун;становиться полезным, прибыльным, выгодным
менфятсуз авун;делать бесполезным, невыгодным, бездоходным
менфятсуз хьун;становиться бесполезным, невыгодным, бездоходным, бесприбыльным
меньшевикрин;меньшевистский
ви ана вуч мерг авайди я?;что ты там потерял?
мергьемет авун;оказывать милость, снисхождение, проявлять милосердие
мергьеметлу авун;делать милостивым, милосердным, снисходительным
мергьеметлу хьун;становиться милостивым, милосердным, снисходительным
мергьеметлувал авун;проявлять милость, милосердие, снисхождение
мергьеметлувал квай;милостивый, милосердный
мергьеметлувал квай;снисходительный
мергьеметсуз авун;делать безжалостным, бессердечным, бездушным
мергьеметсуз хьун;становиться безжалостным, бессердечным, бездушным
мергьеметсузвал авун;проявлять безжалостность, бессердечие, бездушие
мердвал авун;расщедриться
мердвал авун;проявлять великодушие, благородство
адан мердвилихъ сергьятар авач;его щедрость не знает границ
тахсирдилай гъил къачуз алакьунни мердвилин лишан я;умение прощать - тоже признак великодушия
мердимазарвал авун;проявлять зловредность, вредность
мердимазарвал авун;хулиганить
мередин цагъам;кустарник ежевики
мередин;ежевичный
мерезди кьун;тяжело болеть, недужить
ви чандиз мерез аватуй!;чтоб тебя одолел тяжёлый недуг!
мерехас хьун;освобождаться (от налогов и т.п.)
мерж кьун;держать пари, биться об заклад
мержандин хтар;коралловые бусы
мержемекдин;чечевичный
меринос хипер амайбурулай сарин еридалди артух я;овцы мериносовой породы превосходят остальных по качеству шерсти
меркездин;столичный
Москва чи уьлкведин меркез я;Москва - столица нашей страны
Махачкъала чи республикадин меркез я;Махачкала - столица нашей республики
меркези майдан;центральная площадь
мермер хьтин;рыхлый, дряблый
мермер хьтин як;рыхлое мясо
мертерин вал;куст барбариса
мертерин;барбарисовый
сад лагьай мертеба;первый этаж
ви мертебаяр мадни гьуьндуьр хьуй!;чтобы твоё общественное положение стало ещё выше!
чубандин мес чил я, яргъан - цав;для чабана матрас - земля, одеяло - небо
угъри вичин месик рекьидач;вор в своей постели не умрёт
месе гьатун;слечь в постель, болеть, хворать
месе тун;приковать к постели
месин агъ;простыня
месин гьяжетар;постельные принадлежности
месин капI;молитва перед сном (у мусульман)
сарин мес;шерстяной матрас
памбагдин мес;ватный матрас, тюфак
хъуьтуьл мес;мягкая постель
мес вегьин;или {мес экIягъун} стелить постель
месин кьил;изголовье
азарлудан месин кьилихъ акъвазун;стоять у изголовья больного
акьул - акьул я, меслят - кьведра акьул;ум - это ум, совет - два ума
меслятдин;согласованный
меслятдин;мирный
меслят авун;советоваться
меслят авун;согласовать
меслят авун;советовать, рекомендовать
меслят авун;мирить
меслят авун;решить, приходить к какому-л. решению
меслят акун;считать правильным, приемлемым
меслят къалурун;советовать, рекомендовать
меслят хьун;советоваться, совещаться
меслят хьун;мириться, примиряться
меслятдал атун;договариваться, приходить к единому мнению
чи арада меслятвал авачирла, масабуру вуч авурай?;когда между нами нет согласия, что другие должны делать?
меслятдалди авур аш ширин жеда;плов, сваренный в согласии, вкуснее бывает
меслятсуз кIвалахар;несогласованные дела
хъсан дустни тир, меслятчини;был и хорошим другом, и советником
меслятчи арада аваз;при посредничестве примирителя
месхерада тун;подтрунивать, подсмеиваться, насмехаться
месэла гьялун;решать задачу
месэла гьялун;принимать решение
гьялиз жедай месэла я;разрешимая проблема
месэла къарагъарун;ставить вопрос, задачу, проблему
месэла хьун;обернуться проблемой
четин месэла;трудная задача
месэла месэладин кIулаваз;проблема за проблемой
месэла месэладин кIулаваз;проблема на спине проблемы
мет метIез яна;колено в колено (сидеть)
метIен жалгъа;коленный сустав
метIен кIвалакI;надколенник
метIерал акъвазарун;ставить на колени, подчинять, унижать (кого-л.)
метIерал акъвазун;вставать на колени
метIерал акъвазун;<перен>. падать на колени перед кем-л., подчиняться, унижаться
бязи чкайрал яд метIерив кьван агакьзавай;местами вода доходила до колен
металлдин;металлический
металлдикай раснавай;сделанный из металла, металлический
металлургвал авун;работать металлургом
металлургиядин;металлургический
металлургиядин санайи;металлургическая промышленность
метафорадин;метафоричный
метеордин;метеорный
метеордин марф;метеорный дождь
метеорологиядин;метеорологический
метин ичер;сорт сладких яблок
мет-кьил гатун;плакать, причитать (ударяя руками по голове и коленям)
метлеб ачухардай гаф;пояснительное слово
вавай зи метлебар кьиле тухуз хьанач;ты не исполнил моих желаний
ада вичин метлеб кьилиз акъудна;он достиг своей цели
вун иниз атунин метлеб вуч я?;какова цель твоего приезда сюда?
гьукуматдин метлет авай рехъ;дорога государственного значения
ам гзаф метлеб авай ктаб я;это очень содержательная книга
метлеблу къейд;важное замечание
писателди нубатдин метлеблу ктаб кхьенва;писатель написал очередную содержательную книгу
методика чирун;изучать методику
методикадин;методический
методикадин семинар;методический семинар
методиствал авун;работать методистом
метридин;метровый
цIилинал къад метр ала;длина верёвки составляет двадцать метров
ери авай метягь фад маса фида;качественный товар быстро продаётся
кьилин мефтI;головной мозг
кIарабдин мефтI;костный мозг
мефтIедин;мозговой
механизация авун;механизировать
механизмламишнавай ферма;механизированная ферма
механиквал авун;работать механиком
мехмери ранг;бархатный цвет
мехмери ястух;бархатная подушка
ахмакь алачир мехъер жедач;свадьба без дурака не обходится (<соотв> в семье не без урода)
мехъер авун;справлять свадьбу, играть свадьбу
мехъер аладарун;кончать свадебное пиршество
мехъер къалурун;приглашать на свадьбу родственников, друзей, знакомых
мехъер къалурун;перен. скандалить, устраивать скандал
мехъерин мугьман;свадебный гость
мехъерин паяр;свадебные подарки
мехъерин;свадебный
мецелди рахун;говорить вежливо, дружелюбно
мешебегивал авун;работать лесником
мешкьерчивал авун;работать тренером
мешреб атун;становиться красивым, хорошеть
гила хуьрерани мешреб алай дараматар эцигзава;теперь и в сёлах строят красивые дома
адахъ мешреб алай руш ава;у него красивая дочь
мешреблу авун;придавать красивый внешний вид
мешреблу авун;оформлять красиво
мешреблу хьун;становиться красивым, приобретать приглядный вид
мешреблу кар;пристойное дело
мешребсуз авун;делать невзрачным, неприглядным
мешребсуз хьун;становиться некрасивым, невзрачным
шикилдай ам мешребсуз акъатнава;на фото он выглядит уродливо
собраниеда ада вич мешеребсуз тухвана;на собрании он повёл себя неприлично
миграция авун;мигрировать
мидадда акьун;заботиться, радеть
мидад чIугун;скорбеть, горевать
мидад чIугун;печалиться
и дуьньяда са затIни мидаим туш;в этом мире ничто не вечно
мидядихъ галаз мидявал авуна кIанда, дустунихъ галаз - дуствал;с врагом надо враждовать, а с другом - дружить
мидядикай дуст хъижедач;недруг другом не станет
мидя авун;ссорить, делать врагом
мидя хьун;{.} ссориться, враждовать
мидя квелай хьанатIа, рикIелни аламач;даже не помню, отчего ссорились
мидявал авун;враждовать
абурун мидявал бубайрилай атанва;их вражда перешла к ним от отцов
ичерин миже;яблочный сок
лимондин миже;лимонный сок
цуькверин миже;нектар цветов
шиирдик миже квач;стихотворение лишено смысла
мизам кьун;итожить, подводить итоги
мизамда аваз фин;идти в строю
чIижрен мизмиз;жало пчелы
мийир-межер авун;предостерегать (от чего-л. предосудительного)
къвалав мийир-межер ийидайдини хьанач;рядом не оказалось никого, кто бы предостерег
микрофондай рахун;говорить по микрофону
микьнатIисдин;магнитный
мил алай ружа;ударное ружьё
милайим къилих;мягкий характер
милайимвал авун;проявлять душевность, добродушие
мили хьун;свежеть
мили хъвер;милая улыбка
мили кал;полосатая корова
милицавал авун;работать милиционером
милицадин;милицейский
милиционервал авун;работать милиционером
миллетдин;национальный
миллетбазвал авун;проявлять шовинизм
миллетбазвилин;шовинистический
миллетчивал авун;проявлять национализм
миллетчивилин;националистический
милли парк;национальный парк
милли собрание;национальное собрание
милли совет;национальный совет
милли политика;национальная политика
милли чIал;национальный язык
милли поэзия;национальная поэзия
миллиондин;миллионный
миналтун хьун;испугаться (сильно), растеряться, потерять голову (от испуга)
минарадин;башенный
минерал яд;минеральная вода
минет авун;просить, умолять
минет хьуй!;прошу! умоляю!
ваз минет я, заз рекьелай элясиз куьмек це;прошу тебя, помоги мне перейти дорогу
минет-суьнет авун;просить, умолять
миниатюрадин;миниатюрный
министрвал авун;работать министром
министрвилин;министерский
министрвилин къуллугъ;министерская должность
минтIикьвал авун;скряжничать, проявлять крохоборство, скопидомство
мирветлу хьун;быть добрым, отзывчивым
мирветлувал авун;проявлять гуманность, человеколюбие
мирветсуз хьун;быть бездушным, безжалостным, бессердечным
мирветсузвал авун;проявлять жестокость, безжалостность, бессердечие
миргин;олений
иесдиз кIан хьайила, миресдиз вуч ава;раз хозяин хочет, родственнику что остаётся делать
хуьруьн са пай чи миресар я;половина села наши родственники
миресвал авун;выполнять обязанности родственника, поступать по-родственному
миресвилин;родственный
миресвилин алакъаяр;родственные связи
мирзевал авун;работать писарем
мировой судья;мировой судья
бубайрин мисалар гафарин къадакьар я;дедовские пословицы - заклёпки для слов
мисалдиз элкъуьн;превращаться в поговорку
тахьай мисал авун;уничтожать что-л
тахьай мисал авун;сводить на нет
мисал патал;например, к примеру
мисал гъун;приводить пример
мисал яз гъанвай гафара;в приведённых в качестве примера словах
лап ачух мисал;яркий пример
мисал авачир;беспримерный, бесподобный
чна къе гьисабрин тарсуна вад мисал гьялна;мы сегодня на уроке арифметики решили пять примеров
мисалар авун;притворяться, прикидываться
куьмекдиз эверайла, рекьизвайдан мисалар авуна;когда попросил помочь, прикинулся умирающим
мискьи хьун;становиться жадным, скупым
мискьи инсан;жадный человек
мискьивал авун;скупиться, жадничать
ам тIимил мискьивал квайди я;он чуть скуповатый
мискIиндин нуькI;горихвостка
мискIиндин;мечетный
мискIиндин;мечетский
мискIиндин чилер;мечетские земли
мисри пирамидаяр;египетские пирамиды
митинг авун <тухун>;проводить митинг, митинговать
митингдал рахун;выступать на митинге
мифологиядин;мифологический
мих ягъун;забивать гвоздь
михекдин;гвоздичный
михекдин чай;гвоздичный чай
михекдин ягълу;гвоздичное масло
михек рангунин;коричневого цвета
михьи авун;чистить
михьи авун;<перен>. оправдывать
михьи гьава;свежий воздух
михьи запун;туалетное мыло
михьи кас;святой человек, праведник
михьи кхьинар;чистописание
михьи перем;шёлковая рубашка
михьи рикIелай;чистосердечно
михьи хьун;становиться чистым, очищаться
михьи цав;чистое небо
михьи чка;святое место, святилище
михьи чIем;сливочное масло
михьи шуьше;хрусталь
михьи партал;чистая одежда
михьи куьчеяр;чистые улицы
михьи сарар;чистые зубы
михьи чар;чистый лист бумаги
михьи яд;чистая, прозрачная вода
михьи чехир;прозрачное вино
михьи гьава;свежий воздух
михьи инсан;чистоплотный человек
ам рикI михьи инсан я;он чистосердечный человек
ам гъил михьи тушир кас я;он на руку нечист
михьи руш;целомудренная девушка
инаг михьи кас кучуднава;здесь похоронен святой человек
михьи пул;наличные деньги
михьи пул;деньги, заработанные честным трудом
суддал кьве кас михьи яз акъатна;на суде двоих оправдали
михьи цав;ясное небо
гададихъ михьи сес ава;у парня чистый голос
михьи кIвалах;чистая работа
михьи нек;цельное молоко
михьи эрекь;чистая водка
михьи къизил;чистое (червонное, самородное) золото
михьи сун гам;чисто шерстяной ковёр
михьи лезги чIалал рахазва;говорит на чистом лезгинском языке
михьи къазанжи;чистая прибыль
михьи жинсинин балкIан;чистокровная лощадь
михьивал авун;соблюдать чистоту
михьивал гвай;чистоплотный
михьивал хвена кIанда;нужно соблюдать чистоту
цавал михьивал акьалтзава;небо становится ясным, просветляется
абурулай жинсинин михьивал хуьз алакьна;они сумели сохранить чистокровность породы
сусан михьивилел шак гъизвайбурни авай;были и такие, которые сомневались в невинности невесты
адан михьивиликай риваятар туькIуьрнава;о его святости ходят легенды
гьавадин михьивили гьейранарзава;свежесть воздуха поражает
кассирдин михьивал завай жеда;я могу поручиться за честность кассира
мичекдин;комариный
мичекдин кIасун;комариный укус
мичманвал авун;служить мичманом
рикIин мичI рекьидалди;до полного удовлетворения, пока не отлегло от сердца
мичIелди куьчейра акъвазмир;дотемна не оставайся на улице
мичIи авун;делать тёмным, затемнять
мичIи хьун;темнеть
мичIи хьана;стало темно
югъ мичIи жезва;темнеет
мичIи йиф;тёмная ночь
мичIи перем;тёмная рубашка
мичIи ранг;тёмная краска
мичIи девирар;тёмные времена
мичIивал типIренни угъридин мурад я;темнота - мечта совы и вора
вилерал мичIивал акьалтна;потемнело в глазах
инсанар мичIивиле авай;люди жили в невежестве
мичIила чаз рехъ жагъанач;из-за темноты мы не нашли дорогу
мичIи-мичIер къугъун;играть в игру «найди меня»
сенфиз вилер мичIайди туш;сегодня ночью глаз не сомкнул
мишин;овчинный
мишин чанта;сумка из овчины
мишекъат авун;делать скупым, прижимистым
мишекъат хьун;становиться скупым
мишекъат хьун;<перен>. становиться бедным, скудным, не обильным
чи чил игитриз мишекъат хьанвани?;оскудела ли наша земля на героев?
вичелай мишекъат кас жеч;нет человека скупее него
чи мишекъат суьрсетар куьтягь хьана;иссякли наши скудные запасы
мишекъатвал авун;жадничать, проявлять жадность, скупость
гъилин мишер;ручная пила, ножовка
токдин мишер;электрическая пила, электропила
бензиндин мишер;бензопила
мишерчивал авун;работать пильщиком
миян авун;удобрять
миян чил;удобренная, унавоженная земля
мобилизация авун;мобилизовать
модадин;модный
молекуладин;молекулярный
молотилкадал гатун;обмолачивать на молотилке (зерно)
молотилкадин;молотильный
мониторинг тухун;проводить мониторинг, мониторить
монополиядин;монополистический
монтаж авун;монтировать
монтаждин;монтажный
монтаждин стол;монтажный стол
монтажниквал авун;работать монтажником
монтёрвал авун;работать монтёром
моралдин;моральный
морждин;моржовый
морфологиядин;морфологический
мотордин;моторный
мотордин ягъ;моторное масло
моториствал авун;работать в качестве моториста
мотоциклдин;мотоциклетный
муавинвал авун;работать заместителем, помощником
муаллимвал авун;работать учителем, учительствовать
муаллимвиле хьун;быть учителем
муаллимвилин;учительский
мубарак авун;поздравлять
мубарак хьуй!;поздравляю!
мубаракдин чар;поздравительное письмо, приветственный адрес
заз са чара кIанда вакай, я чан мубарак Исмаил;жду помощи от тебя, эй, блаженный Исмаил
мубарак;I
мублагь хьун;становиться благодатным, плодородным
мублагь уьлкве;благодатная страна
мублагь чилер;плодородные земли
абур мублагь уьмуьрдин иесияр я;они ведут зажиточный образ жизни
муг авун;гнездиться
муг авун;<перен>. устраивать жилище
муг квахьай верч хьиз хьун;не находить себе места, волноваться
кьемкьердин мука пуд шараг ава;в гнезде дрозда три птенца
ада мажибдин са пай мукара чуьнуьхарзавай;он половину зарплаты прятал в тайниках
синонимрин мукар;гнёзда синонимов
ада хуьре муг кутунва;он построил дом в селе
мугу-мугу ягъун;шушукаться
мугу-мугу ягъун;секретничать
мугь авун (ягъун);мычать
мугьмандихъ галаз кIвализ берекатни къвезва;с гостем в дом и благодать приходит
мугьмандин;гостевой
мугьмандин кIвал;гостевая комната
мугьмандин виридалай хъсан чка далу я;самое хорошее место у гостя - спина
мугьман авун;приглашать в гости
мугьман хьун;гостить
мугьманар аладарун;принять и проводить гостей
мугьмандиз фин;ходить в гости
мугьмандин амалар авун;вести себя как гость (стеснительно)
мугьмандин лам;простак, простофиля, разиня
мугьмандин лам;осёл гостя
багьа мугьман;почётный гость
мугьманвал авун;ходить в гости
мугьманвал авун;<перен>. стесняться в гостях
мугьманвиле хьун;гостить
мугьманвилиз фин;отправляться в гости
мугьманханадин;гостиничный
муддин;модный
гьафтедин мудатда;сроком на неделю
муддат алачир бурж;бессрочный долг
акунар - гьакимдин, амалар - муздурдин;с виду - начальник, а повадки - батрацкие
муздурдин;батрацкий
муздурвал авун;батрачить
музейдин;музейный
музейчивал авун;работать музейщиком
музыкантвал авун;работать музыкантом
мукални кIута;серп и молот
къуьлуьн мукарат;колос пшеницы
мукашдин гуьрзеяр;вареники с творогом
мукъаддас Къуръан;священный Коран
мукъаят хьун;становиться осторожным, осмотрительным, бдительным
мукъаят къаравул;бдительный караульщик
мукъаят хьухь!;соблюдай осторожность! будь бдительным!
мукъаятвал авун;{.} проявлять осторожность, осмотрительность, бдительность
мукъаятвал хуьн;соблюдать осторожность, проявлять бдительность
мукъаятсуз хьун;быть неосторожным, неосмотрительным
мукъаятсузвал авун;проявлять неосторожность, неосмотрительность
мукьва авун;сближать, приближать
мукьва авун;роднить
мукьва вахтара;в ближайшее время
мукьва гафар;родственные слова
мукьва хьун;I сближаться, приближаться
мукьва хьун;II становиться родственниками, родниться
чпин кIвалериз мукьва хьайила, ада кIекрен амалар ийиз башламишна;когда приблизились к их дому, он начал петушиться
и карда мукьва инсанрин фикирар сад хьана кIанда;в этом деле родственники должны выражать единодушие
мукьвавал авун;приближаться
мукьвавал авун;родниться
мукьвавиле хьун;быть в родственных отношениях
чи арада руьгьдин мукьвавал ава;между нами духовное родство
мукьвакьиливилин;родственный
мукьвакьиливилин алакъаяр;родственные связи
мукьвал авун;приближать, придвигать
мукьвал алай;близлежащий, находящийся неподалёку
мукьвал хьун;приближаться, придвигаться
мукьвал вахтара;в ближайшее время
мукьвал рехъ;короткая дорога
ам мукьвал-мукьвал чиниз къведайди тир;он часто ходил к нам
заз ам мукьвалай чидач;я его близко не знаю
школа чи кIвалериз мукьвалла;школа находится недалеко от нашего дома
мукьваллай къуншийриз эверна;пригласил близких соседей
мукьруфдин;чугунный
мукьув атаначиртIа, заз хтул чир жедачир;если не подошёл бы близко, я не узнал бы племянника
мукьув авун;приближать, придвигать
мукьув агатун;приближаться
мукьув гвай;близкий, близлежащий, находящийся рядом, близко
мукьув гъун;приводить, подводить
мискIиндин мукьув;рядом с мечетью
мукьувай чир хьун;узнать близко
мукьувай таниш хьун;познакомиться близко
ам мукьуф авай устIар я;он умелый, сноровистый мастер
мулахар квай вирт;неочищенный мёд
колхоздин мулкара къуьлер цазва;на колхозных землях выращивают пшеницу
мулкдардин;помещичий
мум ягъун;вощить, натирать воском
мумадин руш;двоюродная сестра
мумадин хва;двоюродный брат
мумадин;восковой
мумадин шем;восковая свеча
мумаж авун;делать мягким, эластичным
мумаж хьун;становиться мягким, пластичным, эластичным
мумачивал авун;помогать при родах, акушерствовать
мумкин хьун;становиться возможным, осуществимым
мумкин хьанач;не было возможности, не удалось, не вышло
мумкин я;возможно, может статься, вероятно
мумкин кар я;возможное дело
мумкинвал гун;давать возможность, позволять
мумкинвал гун;способствовать
мумкинвал хьун;иметь возможность
мунафикьвал авун;лицемерить
мунафикьвал авун;притворяться
мур авун;гноить, подвергать сильному гниению (что-л.)
мур хьуй!;пусть сгинет!
мур хьун;покрываться слизью
мур хьанвай жендек;туша, покрытая слизью
гатада кьван зи жендек мур хьанва;от побоев моё тело ноет
тарар мурди кьунва;деревья покрылись изморозью
ципIицIрин мураба;виноградное варенье
машмашрин мураба;абрикосовое варенье
зи вах мурабаяр авунин устIар я;моя сестра - мастерица варить варенье
мурад кьилиз акъатун;или {мураддихъ агакьун} достигать желаемого, добиваться цели
мурадвилин форма;целевая форма (глагола)
мурадвилин;целевой
мураддин наречие;наречие цели
за квез санал тир яргъал ва бахтлу уьмуьр мурадзава;желаю вам долгой и счастливой совместной жизни
муракаб авун;осложнять
муракаб авун;затруднять
муракаб месэла;сложный вопрос
мурдал авун;давать сдохнуть
мурдал хьун;околевать
кал мурдал хьана;корова сдохла (околела)
мурдар авун;поганить (что-л. с точки зрения шариата)
мурдар хьун;становиться нечистым, поганым от соприкосновения с чем-л. поганым
мурдар хьун;<перен>. сдохнуть, околеть
мурдар амалар;гнусные поступки
мурдар кас;мезкий тип
мурз кIватун;тупеть (о режущих предметах)
гапурдин мурз;лезвие кинжала
кьве патални мурз алай;обоюдоострый
раган мурз;вершина скалы
цIун мурз;пламя
керпич мурцахъди эциг;ставь кирпич ребром
муркIадин кьелечI чкадилай хада;лёд ломается там, где тонок
мурк ягъун;леденеть
муркIадин къаяб;льдина
яд муркIади кьуна;вода замёрзла
мурк цIрана;лёд растаял
аялар муркIадал хоккей къугъвазва;дети на льду играют в хоккей
муркIадин;ледяной, ледовый
мурмур(ар) авун;бормотать, ворчать
мурс акъатун <ягъун>;плесневеть
мурсу кьун;плесневеть
мурсу ни;запах плесени
муртадвал авун;изменять, вероломствовать
кIвалин муртI;угол комнаты
мурцар аватун;тупеть (о режущих предметах)
мус тир вун заз эхиримжи сеферда акурди?;когда в последний раз я тебя видел?
аялар мусалди рухсатра жеда?;до каких пор дети будут на каникулах?
мусанлай вил галайди тир зи вахъ;с давних пор хотел я видеть тебя
адаз хьайиди мусибат я;с ним случилась беда
мускулар авай;мускулистый
недай затI тахьайла, мусурманди сив хуьда;мусульманин постится, когда есть нечего
мусурман дин;мусульманская религия
мусурманвал авун;соблюдать все каноны мусульманской веры
мусурманвилин;мусульманский
мутIлакьвал авун;скупиться, скряжничать
и гъилера ада мутIлакьвална;на этот раз он проявил скупость
муфтийвал авун;работать муфтием
ам, къуьл цаз, мух вахчудайбурукай я;он из тех, кто сеет пшеницу, а собирает ячмень т.е. не предприимчивый, делающий всё себе в убыток
мухахъай галудай балкIан хьиз ава;ходит как лошадь, которую отогнали от ячменя {(}обиженно)
мухан фу;ячменный хлеб
мухар савадавайди;самодовольный человек
мухан;ячменный
